 'KRR',0.000434395,Krasnodar Pashkovsky International Airport,
 'DBV',0.000434265,Dubrovnik Airport,
 'MRU',0.000433501,Sir Seewoosagur Ramgoolam International Airport,
 'TIP',0.000432967,Tripoli International Airport,
 'TSV',0.0004309,Townsville Airport,
 'JJN',0.000429581,Quanzhou Jinjiang International Airport,
 'RAR',0.000429287,Rarotonga International Airport,
 'FOR',0.000429141,Pinto Martins International Airport,
 'OGG',0.000429009,Kahului Airport,
 'KHV',0.000427952,Khabarovsk-Novy Airport,
 'LUN',0.000426993,Kenneth Kaunda International Airport Lusaka,
 'ALB',0.000426987,Albany International Airport,
 'KRT',0.00042585,Khartoum International Airport,
 'ULN',0.000425379,Chinggis Khaan International Airport,
 'BIO',0.000421168,Bilbao Airport,
 'YRT',0.000419796,Rankin Inlet Airport,
 'PMO',0.000419278,Falcone?Borsellino Airport,
 'YYR',0.000418972,Goose Bay Airport,
 'OKC',0.000418737,Will Rogers World Airport,
 'RTM',0.000418039,Rotterdam The Hague Airport,
 'BRW',0.000417541,Wiley Post Will Rogers Memorial Airport,
 'TLL',0.000417246,Lennart Meri Tallinn Airport,
 'BRE',0.000416397,Bremen Airport,
 'PLS',0.00041595,Providenciales Airport,
 'NUE',0.000415165,Nuremberg Airport,
 'HRG',0.000414793,Hurghada International Airport,
 'YQB',0.000413884,Quebec Jean Lesage International Airport,
 'ANU',0.000410894,V.C. Bird International Airport,
 'YRL',0.000408713,Red Lake Airport,
 'BTH',0.000408539,Hang Nadim International Airport,
 'FNC',0.00040565,Madeira Airport,
 'BEL',0.000404868,Val de Cans/J?lio Cezar Ribeiro International Airport,
 'SDF',0.000402747,Louisville International Standiford Field,
 'LIN',0.000401429,Milano Linate Airport,
 'SFJ',0.000401362,Kangerlussuaq Airport,
 'SDU',0.000400996,Santos Dumont Airport,
 'AUA',0.000399239,Queen Beatrix International Airport,
 'SPU',0.000399196,Split Airport,
 'GUM',0.000397138,Antonio B. Won Pat International Airport,
 'TSF',0.000397002,Treviso-Sant'Angelo Airport,
 'OOL',0.000396845,Gold Coast Airport,
 'MPL',0.000396545,Montpellier-M?diterran?e Airport,
 'BGI',0.000392963,Sir Grantley Adams International Airport,
 'PBI',0.000392097,Palm Beach International Airport,
 'WIL',0.000391728,Nairobi Wilson Airport,
 'CHQ',0.000390716,Chania International Airport,
 'DAL',0.000388773,Dallas Love Field,
 'ABQ',0.000388463,Albuquerque International Sunport,
 'BIL',0.00038585,Billings Logan International Airport,
 'JNN',0.000385448,Nanortalik Heliport,
 'ERS',0.000384359,Eros Airport,
 'DYU',0.000384249,Dushanbe Airport,
 'JAX',0.000381302,Jacksonville International Airport,
 'WRO',0.000381191,Copernicus Wroclaw Airport,
 'GRR',0.000381077,Gerald R. Ford International Airport,
 'CFU',0.000380184,Ioannis Kapodistrias International Airport,
 'YZV',0.000379034,Sept-?les Airport,
 'SAH',0.000378113,Sana'a International Airport,
 'BDL',0.000376922,Bradley International Airport,
 'TDD',0.000375112,Teniente Av. Jorge Henrich Arauz Airport,
 'VVI',0.000374247,Viru Viru International Airport,
 'MDZ',0.000373527,El Plumerillo Airport,
 'OMA',0.000372655,Eppley Airfield,
 'PSP',0.000372479,Palm Springs International Airport,
 'ABZ',0.000371532,Aberdeen Dyce Airport,
 'COK',0.000370793,Cochin International Airport,
 'KOI',0.000369136,Kirkwall Airport,
 'TJM',0.000368493,Roshchino International Airport,
 'AJA',0.000368094,Ajaccio-Napol?on Bonaparte Airport,
 'PLM',0.000367055,Sultan Mahmud Badaruddin II Airport,
 'KZN',0.000366232,Kazan International Airport,
 'ROS',0.000365977,Islas Malvinas Airport,
 'BIA',0.000364143,Bastia-Poretta Airport,
 'SNA',0.000364059,John Wayne Airport-Orange County Airport,
 'ISL',0.000362768,Atat?rk International Airport,
 'WUX',0.000360364,Sunan Shuofang International Airport,
 'PLU',0.000360319,Pampulha - Carlos Drummond de Andrade Airport,
 'VTE',0.000360312,Wattay International Airport,
 'KUS',0.000360029,Kulusuk Island                          ,
 'KTW',0.000359748,Katowice International Airport,
 'CUR',0.000359078,Hato International Airport,
 'PNH',0.000357448,Phnom Penh International Airport,
 'SXB',0.000356434,Strasbourg Airport,
 'GCM',0.000351403,Owen Roberts International Airport,
 'NRN',0.000349983,Weeze Airport,
 'ORN',0.000349746,Es Senia Airport,
 'KGS',0.00034843,Kos Airport,
 'DAY',0.000347635,James M Cox Dayton International Airport,
 'KNO',0.000347298,Kualanamu International Airport,
 'ISA',0.000347133,Mount Isa Airport,
 'RKV',0.000346966,Reykjavik Airport,
 'KSM',0.000346362,St Mary's Airport,
 'HGU',0.000345411,Mount Hagen Kagamuga Airport,
 'RMQ',0.000344484,Taichung Ching Chuang Kang Airport,
 'DLA',0.000344408,Douala International Airport,
 'TAH',0.000344059,Tanna Airport,
 'YKQ',0.00034318,Waskaganish Airport,
 'PMV',0.000342823,Del Caribe Santiago Mari?o International Airport,
 'PLJ',0.000342636,Placencia                               ,
 'DSS',0.000342136,Blaise Diagne International Airport,
 'LEJ',0.000340907,Leipzig/Halle Airport,
 'UFA',0.000339594,Ufa International Airport,
 'MYR',0.000339219,Myrtle Beach International Airport,
 'OLB',0.000338876,Olbia Costa Smeralda Airport,
 'AER',0.000338583,Sochi International Airport,
 'LAE',0.00033822,Nadzab Airport,
 'KGL',0.00033805,Kigali International Airport,
 'RIC',0.000337709,Richmond International Airport,
 'PEN',0.000337315,Penang International Airport,
 'ORF',0.000336999,Norfolk International Airport,
 'LIL',0.000335639,Lille-Lesquin Airport,
 'STT',0.000333755,Cyril E. King Airport,
 'WDH',0.000331516,Hosea Kutako International Airport,
 'LYG',0.000331259,Lianyungang Airport,
 'CXR',0.000330676,Cam Ranh Airport,
 'POS',0.000329482,Piarco International Airport,
 'LJG',0.000329293,Lijiang Airport,
 'GOM',0.000329019,Goma International Airport,
 'SSH',0.000326836,Sharm El Sheikh International Airport,
 'GSP',0.000326299,Greenville Spartanburg International Airport,
 'GAL',0.000325068,Edward G. Pitka Sr Airport,
 'DSN',0.000324452,Ordos Ejin Horo Airport,
 'VVO',0.000323883,Vladivostok International Airport,
 'SCC',0.000323741,Deadhorse Airport,
 'TRN',0.000323723,Turin Airport,
 'MCG',0.000322597,McGrath Airport,
 'HIA',0.000322425,Lianshui Airport,
 'YIH',0.00032161,Yichang Sanxia Airport,
 'AMQ',0.000321103,"Pattimura Airport, Ambon",
 'RAI',0.000320584,Praia International Airport,
 'MDC',0.000320242,Sam Ratulangi Airport,
 'BOI',0.000319246,Boise Air Terminal/Gowen Field,
 'PDL',0.000319242,Jo?o Paulo II Airport,
 'KIV',0.000318059,Chisinau International Airport,
 'LIR',0.000318044,Daniel Oduber Quiros International Airport,
 'FLN',0.000317975,Herc?lio Luz International Airport,
 'VEE',0.000316781,Venetie Airport,
 'EOH',0.000313839,Enrique Olaya Herrera Airport,
 'KUF',0.000313608,Kurumoch International Airport,
 'DJJ',0.000311716,Sentani International Airport,
 'EBL',0.000309776,Erbil International Airport,
 'SZB',0.000309245,Sultan Abdul Aziz Shah International Airport,
 'BUF',0.000308392,Buffalo Niagara International Airport,
 'JAV',0.000308098,Ilulissat Airport,
 'RYG',0.000307124,"Moss Airport, Rygge",
 'NAQ',0.00030683,Qaanaaq Airport,
 'FRU',0.00030629,Manas International Airport,
 'ONG',0.000305708,Mornington Island Airport,
 'FLR',0.000305545,Peretola Airport,
